Estimated genomic size	GC content	Phylum
1.168772874	26.05	Firmicutes
1.973494905	42.1	Firmicutes
2.630075118	58.61	Firmicutes
2.131722551	43.18	Firmicutes
1.895903981	31	Firmicutes
3.089296111	38.57	Firmicutes
1.495177913	42.04	Firmicutes
1.333162771	32.68	Firmicutes
1.373635	38.12	Firmicutes
3.2293224	58.56	Firmicutes
1.325345985	32.04	Firmicutes
2.954013989	51.26	Firmicutes
1.32285489	27.21	Firmicutes
2.859906332	46.26	Firmicutes
1.122972305	31.78	Firmicutes
1.941002	37.15	Firmicutes
1.327106039	35.35	Firmicutes
1.436473752	46.12	Firmicutes
1.284505279	25.01	Firmicutes
2.081585074	42.34	Firmicutes
1.513937517	33.36	Firmicutes
1.257437172	31.67	Firmicutes
1.496258857	49.41	Firmicutes
1.748528675	39.86	Firmicutes
1.282507509	31.5	Firmicutes
1.86407886	46.86	Firmicutes
1.373441896	40.54	Firmicutes
1.896878619	36.93	Firmicutes
1.157047046	31.92	Firmicutes
1.424978161	33.91	Firmicutes
1.487094173	36.7	Firmicutes
1.645283172	27.46	Firmicutes
1.943591362	45.81	Firmicutes
2.006293967	27.13	Firmicutes
1.167437369	34.48	Firmicutes
2.317644189	41.25	Firmicutes
1.876530404	36.5	Firmicutes
2.627169043	47.8	Firmicutes
1.716349408	46.86	Firmicutes
2.232087367	25.95	Firmicutes
4.322286989	41.13	Firmicutes
2.226550731	56.48	Firmicutes
1.440593563	51.27	Firmicutes
1.42462585	30.46	Firmicutes
2.732935812	41.85	Firmicutes
2.06585884	27.09	Firmicutes
1.666860692	33.56	Firmicutes
1.86635879	48.4	Firmicutes
2.704886866	42.87	Firmicutes
1.069644013	25.78	Firmicutes
1.21368121	26.53	Firmicutes
2.244099002	45.8	Firmicutes
2.982258191	39.75	Firmicutes
1.957561842	25.92	Firmicutes
1.837837898	45.25	Firmicutes
1.445371415	38.06	Firmicutes
2.503576	42.83	Firmicutes
1.070605918	27.5	Firmicutes
1.68108919	45.66	Firmicutes
2.443249769	39.86	Firmicutes
1.374223665	32.43	Firmicutes
2.512446161	45.78	Firmicutes
2.836522862	39.09	Firmicutes
1.392470455	25.13	Firmicutes
1.283411342	27.66	Firmicutes
1.723916953	41.39	Firmicutes
2.529835539	56.63	Firmicutes
2.790985385	52.25	Firmicutes
1.649152385	30.35	Firmicutes
3.06375	38.36	Firmicutes
1.385560676	25.5	Firmicutes
1.392853576	32.93	Firmicutes
2.566651025	37.01	Firmicutes
2.017431066	56.77	Firmicutes
1.341057575	24.45	Firmicutes
2.984397398	60.03	Firmicutes
3.653717698	55.43	Firmicutes
4.135643698	59.43	Firmicutes
2.368563595	43.13	Firmicutes
1.649543881	25.67	Firmicutes
1.283146067	32.45	Firmicutes
1.579677832	41.9	Firmicutes
1.123795071	27.96	Firmicutes
1.704243964	32.03	Firmicutes
2.019683794	27	Firmicutes
1.31775954	26.56	Firmicutes
1.294467138	31.26	Firmicutes
1.535294483	29.4	Firmicutes
3.72853124	55.87	Firmicutes
1.659158334	29.03	Firmicutes
1.309224926	45.05	Firmicutes
2.215712925	38.01	Firmicutes
1.562017762	36.39	Firmicutes
1.777297764	45.76	Firmicutes
3.102280022	41.45	Firmicutes
3.039274797	39.22	Firmicutes
2.349781536	47.5	Firmicutes
3.053933655	58.87	Firmicutes
1.413688169	39.93	Firmicutes
1.090315767	33.21	Firmicutes
1.709772605	37	Firmicutes
1.419313433	30.09	Firmicutes
1.502481072	39.98	Firmicutes
1.494883429	25.8	Firmicutes
2.245682292	27.04	Firmicutes
1.28229649	26.98	Firmicutes
1.386110481	40.45	Firmicutes
1.528757174	35.1	Firmicutes
2.735284787	36.74	Firmicutes
1.425346381	41.05	Firmicutes
1.228168039	31.74	Firmicutes
1.681459313	39.67	Firmicutes
1.919376647	27.6	Firmicutes
1.534375663	37.69	Firmicutes
2.63898531	42.47	Firmicutes
2.705827863	41.58	Firmicutes
1.881917064	46.89	Firmicutes
1.296754639	47.42	Firmicutes
1.720351655	49.95	Firmicutes
2.562144951	40.63	Firmicutes
1.459499511	43.78	Firmicutes
1.628665745	39.96	Firmicutes
1.822166028	38.43	Firmicutes
2.570766723	40.4	Firmicutes
2.151341283	43.02	Firmicutes
1.072871113	31.3	Firmicutes
1.526028926	42.64	Firmicutes
2.138377333	41.39	Firmicutes
1.054913243	34.72	Firmicutes
1.40544228	38.95	Firmicutes
1.728299133	41.38	Firmicutes
1.985180435	26.69	Firmicutes
1.151376847	25.48	Firmicutes
1.449697947	38.65	Firmicutes
2.154211925	58.84	Firmicutes
1.740839615	26.58	Firmicutes
1.920895171	43.72	Firmicutes
1.447372614	27.4	Firmicutes
1.10677278	32.35	Firmicutes
1.858181029	46.17	Firmicutes
1.516649464	45.2	Firmicutes
2.101110876	44.67	Firmicutes
1.72734274	25.4	Firmicutes
1.785332832	40.51	Firmicutes
1.922724038	34.05	Firmicutes
2.036543028	42.52	Firmicutes
1.806224809	45.43	Firmicutes
3.056711077	55.41	Firmicutes
1.21244933	24.85	Firmicutes
1.430576103	25.38	Firmicutes
1.568134974	40.23	Firmicutes
2.079521484	38.32	Firmicutes
1.065446651	34.26	Firmicutes
1.516886045	45.34	Firmicutes
1.4459379	35.91	Firmicutes
1.759809772	53.02	Firmicutes
1.574802588	49.66	Firmicutes
1.034619032	28.5	Firmicutes
1.572536974	44.04	Firmicutes
2.471804405	37.92	Firmicutes
1.846542463	43.99	Firmicutes
2.781160141	55.66	Firmicutes
1.520158945	40.98	Firmicutes
2.286422596	40.86	Firmicutes
2.4235427	37.88	Firmicutes
1.822381253	44.51	Firmicutes
3.192696	47.31	Firmicutes
2.945268187	40.08	Firmicutes
1.280651964	33.94	Firmicutes
0.918184407	39.25	Firmicutes
3.033299659	43.01	Firmicutes
2.12698643	46.15	Firmicutes
1.039876649	27.55	Firmicutes
2.09106	49.55	Firmicutes
1.634154188	51.03	Firmicutes
1.150437747	34.06	Firmicutes
1.767541301	36.2	Firmicutes
1.931458419	47.55	Firmicutes
1.299667785	34.38	Firmicutes
1.362748522	36.24	Firmicutes
1.39453288	29.7	Firmicutes
1.821970851	36.9	Firmicutes
2.666697771	61.12	Firmicutes
2.241006631	39.58	Firmicutes
2.146263293	39.49	Firmicutes
3.232083139	59.69	Firmicutes
1.730496428	24.65	Firmicutes
1.544497041	30.45	Firmicutes
2.629590938	53.32	Firmicutes
1.29714317	28.11	Firmicutes
3.113344718	58.33	Firmicutes
1.692705377	26.23	Firmicutes
2.876473665	37.05	Firmicutes
2.349959304	41.68	Firmicutes
1.720349226	41.55	Firmicutes
3.076389968	39.66	Firmicutes
1.261845218	32.71	Firmicutes
1.555236753	38.81	Firmicutes
1.329888748	34.34	Firmicutes
3.116420827	37.46	Firmicutes
1.601875084	49.56	Firmicutes
1.486261332	38.72	Firmicutes
1.615685622	45.4	Firmicutes
1.650540005	25.44	Firmicutes
1.500838055	44.33	Firmicutes
1.476131959	51.97	Firmicutes
1.747621439	47.08	Firmicutes
3.224742449	62.02	Firmicutes
1.924841286	39.42	Firmicutes
1.991408372	27.31	Firmicutes
1.265534027	36.25	Firmicutes
2.056091115	36.76	Firmicutes
1.439669167	28.78	Firmicutes
1.535537356	40.13	Firmicutes
3.275716762	57.67	Firmicutes
2.064676176	39.56	Firmicutes
1.969718291	27.44	Firmicutes
1.961652515	31.59	Firmicutes
1.154809171	31.34	Firmicutes
2.490130027	49.97	Firmicutes
1.409273045	27.9	Firmicutes
1.894601252	40.35	Firmicutes
2.452096572	40.66	Firmicutes
2.758285811	60.93	Firmicutes
1.346022082	37.21	Firmicutes
1.39762731	28.13	Firmicutes
2.93936006	41.91	Firmicutes
2.83705288	40.62	Firmicutes
2.404160158	60.22	Firmicutes
1.698666229	32.86	Firmicutes
1.573171104	30.2	Firmicutes
1.575014348	45.06	Firmicutes
1.139988944	34.49	Firmicutes
1.822770712	38.91	Firmicutes
1.887174767	29.8	Firmicutes
1.633014925	45.37	Firmicutes
1.678274379	28.24	Firmicutes
1.8430359	46.26	Firmicutes
1.620196604	46.56	Firmicutes
1.597438444	41.37	Firmicutes
1.209737892	27.68	Firmicutes
1.517646137	27.61	Firmicutes
1.582050394	36.03	Firmicutes
1.108529549	32.1	Firmicutes
3.040827125	45.6	Firmicutes
2.604036	45.8	Firmicutes
1.186159981	34.36	Firmicutes
1.802294362	50.03	Firmicutes
1.433824335	45.7	Firmicutes
3.859676474	61.07	Firmicutes
1.318972776	44.94	Firmicutes
1.442723526	36.41	Firmicutes
3.213753343	39.46	Firmicutes
1.831965392	38.84	Firmicutes
1.98170032	41.58	Firmicutes
2.161698725	36	Firmicutes
3.357455797	51.22	Firmicutes
1.191158082	33.92	Firmicutes
1.376812942	44.86	Firmicutes
1.422951143	38.78	Firmicutes
1.335600626	42.26	Firmicutes
1.540282	40.2	Firmicutes
3.742013946	51.45	Firmicutes
1.284291951	23.47	Firmicutes
1.658570174	39.64	Firmicutes
1.662866324	28.32	Firmicutes
3.175443209	60.2	Firmicutes
2.597084112	54.37	Firmicutes
2.672690758	41.22	Firmicutes
1.560534829	36.58	Firmicutes
3.166262557	51.79	Firmicutes
2.783325453	54	Firmicutes
1.564707077	25.25	Firmicutes
1.238163488	29.55	Firmicutes
2.968032591	55.64	Firmicutes
1.533816188	43.97	Firmicutes
1.01128729	31.5	Firmicutes
1.468497094	44.65	Firmicutes
2.746721784	59.47	Firmicutes
1.325848697	26.86	Firmicutes
2.450181328	55.78	Firmicutes
2.974765753	45.44	Firmicutes
3.363611037	50.85	Firmicutes
2.191131679	32.79	Firmicutes
2.257021661	26.17	Firmicutes
1.987608512	42.34	Firmicutes
3.073862143	58.91	Firmicutes
1.798018238	42.85	Firmicutes
1.432265461	38.83	Firmicutes
1.778687259	28.26	Firmicutes
1.092402389	33.98	Firmicutes
3.020444	53.16	Firmicutes
2.239583033	40.22	Firmicutes
2.477291764	54.86	Firmicutes
1.215082565	28.05	Firmicutes
1.557024737	30.83	Firmicutes
2.17838237	38.48	Firmicutes
1.851258802	39.42	Firmicutes
3.106705409	53.42	Firmicutes
1.922784414	30.86	Firmicutes
2.326895669	40.41	Firmicutes
1.07301518	27.17	Firmicutes
1.806886865	36.65	Firmicutes
1.77377072	39.75	Firmicutes
1.84364006	44.33	Firmicutes
3.710004431	39.64	Firmicutes
2.863429897	40.82	Firmicutes
1.039409024	34.69	Firmicutes
2.14335057	40.36	Firmicutes
2.377049243	42.82	Firmicutes
1.231573863	28.66	Firmicutes
1.596545784	37.09	Firmicutes
1.807027276	47.5	Firmicutes
1.839282133	38.82	Firmicutes
1.480648201	36.5	Firmicutes
1.627549062	36.2	Firmicutes
1.762658196	48.95	Firmicutes
3.372130954	56.16	Firmicutes
1.597751687	41.73	Firmicutes
1.518769611	38.87	Firmicutes
1.489964246	41.58	Firmicutes
1.696239754	37.04	Firmicutes
2.436847973	42.96	Firmicutes
1.644631499	28.98	Firmicutes
2.281206384	29.94	Firmicutes
1.447332238	44.81	Firmicutes
1.259140237	24.39	Firmicutes
1.251729383	33.31	Firmicutes
1.315372168	27.46	Firmicutes
1.728816485	27.33	Firmicutes
1.83840341	45.29	Firmicutes
1.07304188	30.8	Firmicutes
1.785092984	42.16	Firmicutes
1.15301726	30.67	Firmicutes
1.275258881	32.17	Firmicutes
1.318096515	36.42	Firmicutes
2.017116209	45.21	Firmicutes
1.133873895	32.85	Firmicutes
2.593936396	39.06	Firmicutes
1.421981578	36.15	Firmicutes
1.565656102	32.75	Firmicutes
2.022918514	41.6	Firmicutes
1.688457	29.91	Firmicutes
1.022429069	37.32	Firmicutes
2.320141118	37.34	Firmicutes
2.367044865	41.73	Firmicutes
1.703381805	45.19	Firmicutes
1.55325833	38.13	Firmicutes
1.584516821	35.86	Firmicutes
1.422659698	31.1	Firmicutes
1.632547221	41.44	Firmicutes
1.862828893	47.79	Firmicutes
1.554459171	31.19	Firmicutes
1.407075406	45.15	Firmicutes
2.251277	42.69	Firmicutes
1.757844392	40.98	Firmicutes
1.640852358	34.66	Firmicutes
1.953095006	34.06	Firmicutes
1.503834388	38.78	Firmicutes
1.248646383	27.65	Firmicutes
1.724932964	45.44	Firmicutes
1.162934085	32.57	Firmicutes
1.32324587	38.11	Firmicutes
1.585277304	29.6	Firmicutes
1.845779793	39.17	Firmicutes
1.456404822	43.3	Firmicutes
1.329241071	24.25	Firmicutes
1.295408513	26.07	Firmicutes
3.138013358	59.18	Firmicutes
3.602657681	44.94	Firmicutes
3.906289389	57.14	Firmicutes
3.771899041	61.13	Firmicutes
2.109158458	38.27	Firmicutes
1.858016032	37.96	Firmicutes
1.852955889	45.38	Firmicutes
1.283210159	27.81	Firmicutes
3.539766706	56.09	Firmicutes
2.584208837	55.53	Firmicutes
3.48713595	39.19	Firmicutes
2.911538559	50.08	Firmicutes
2.704217765	37.07	Firmicutes
1.325460002	35.32	Firmicutes
1.992572277	26.79	Firmicutes
2.292661979	48.66	Firmicutes
1.778896898	41.3	Firmicutes
1.554852248	40.81	Firmicutes
2.235508061	39.54	Firmicutes
1.684215996	43.07	Firmicutes
2.883909219	57.94	Firmicutes
1.479841203	40.94	Firmicutes
3.089815307	59.29	Firmicutes
3.69759816	56.28	Firmicutes
1.470171155	26.83	Firmicutes
1.513764056	43.63	Firmicutes
1.998827147	38.13	Firmicutes
1.845406076	48.14	Firmicutes
3.55300249	61.4	Firmicutes
2.63579512	56.77	Firmicutes
3.329382868	53.32	Firmicutes
2.803580628	35.66	Firmicutes
1.613210102	44.42	Firmicutes
2.368628806	41.15	Firmicutes
2.738917967	58.26	Firmicutes
2.545236605	55.14	Firmicutes
1.392007608	32.64	Firmicutes
2.09304499	41.3	Firmicutes
2.068558952	39.62	Firmicutes
2.387535515	26.51	Firmicutes
1.862264199	45.53	Firmicutes
1.655762519	46.08	Firmicutes
2.314583021	56.67	Firmicutes
1.99345518	28.43	Firmicutes
1.880741658	50.35	Firmicutes
1.912050971	26.73	Firmicutes
2.433965376	43.81	Firmicutes
2.824558412	45	Firmicutes
1.7089846	38.64	Firmicutes
0.954255502	30.6	Firmicutes
2.248923409	27.68	Firmicutes
1.188997921	28.82	Firmicutes
2.947228828	52.18	Firmicutes
1.489511101	39.96	Firmicutes
1.082957917	34.97	Firmicutes
1.300459191	40.18	Firmicutes
1.82650163	27.58	Firmicutes
1.852836543	34.54	Firmicutes
2.237542471	43.55	Firmicutes
2.78322	54.93	Firmicutes
1.776136765	51.33	Firmicutes
2.339489348	42.83	Firmicutes
1.012988981	25.78	Firmicutes
2.521582962	42.54	Firmicutes
1.70672372	31.33	Firmicutes
1.468391403	27.32	Firmicutes
1.515754829	37.33	Firmicutes
1.998472571	45.49	Firmicutes
1.350870809	39.19	Firmicutes
1.414076227	28.22	Firmicutes
2.996537497	58.58	Firmicutes
2.461632629	37.64	Firmicutes
1.658776697	48.31	Firmicutes
1.688703	27.57	Firmicutes
3.297036268	56.77	Firmicutes
1.58294688	43.21	Firmicutes
1.364805945	27.21	Firmicutes
3.168340891	58.34	Firmicutes
1.401297658	47.55	Firmicutes
1.986798295	30.44	Firmicutes
1.031204806	30.56	Firmicutes
1.608561086	37.25	Firmicutes
1.567549769	39.23	Firmicutes
1.592196457	37.45	Firmicutes
1.592271434	23.82	Firmicutes
1.740768147	46.54	Firmicutes
1.429240069	48.77	Firmicutes
1.459118504	42.18	Firmicutes
2.620434667	54.52	Firmicutes
1.575126194	39.41	Firmicutes
1.310853753	42.4	Firmicutes
1.328199217	35.06	Firmicutes
1.721443188	36.93	Firmicutes
1.470461443	34.56	Firmicutes
2.325865813	41.2	Firmicutes
1.861089707	48.63	Firmicutes
1.79657674	31.17	Firmicutes
1.455009107	27.53	Firmicutes
2.129569892	46.49	Firmicutes
1.795706751	47.32	Firmicutes
1.736900889	40.5	Firmicutes
1.876804443	42.79	Firmicutes
1.467429655	27.79	Firmicutes
2.131047185	40.28	Firmicutes
1.625972591	36.95	Firmicutes
1.718796735	42.97	Firmicutes
2.591395989	48.89	Firmicutes
1.575181102	37.38	Firmicutes
2.177587747	41.49	Firmicutes
1.571471094	46.48	Firmicutes
1.959365914	43.11	Firmicutes
1.422304413	25.33	Firmicutes
1.920289044	38.07	Firmicutes
1.579270063	43.75	Firmicutes
2.151242141	57.84	Firmicutes
2.533056906	52.72	Firmicutes
0.88196035	35.38	Firmicutes
1.342981301	36.91	Firmicutes
1.531910939	37.08	Firmicutes
1.131838547	27.7	Firmicutes
1.371078304	43.28	Firmicutes
2.119542687	26.15	Firmicutes
3.461234184	56.27	Firmicutes
1.865115734	54.25	Firmicutes
2.045902439	27.96	Firmicutes
2.127712675	55.9	Firmicutes
2.607096273	56.05	Firmicutes
2.769325326	52.73	Firmicutes
1.49429013	24.67	Firmicutes
3.183259557	56.89	Firmicutes
2.34654548	57.91	Firmicutes
2.582190711	45.53	Firmicutes
2.951915903	61.62	Firmicutes
1.836530058	49.87	Firmicutes
1.71443038	48.33	Firmicutes
1.949488372	41.92	Firmicutes
1.201765241	23.6	Firmicutes
2.651595118	57.25	Firmicutes
3.670924223	40.31	Firmicutes
1.605542714	38.67	Firmicutes
1.721355347	45.05	Firmicutes
2.392802096	41.77	Firmicutes
2.874595513	41.77	Firmicutes
1.912005818	49.77	Firmicutes
2.381777753	41.64	Firmicutes
2.214241822	38.33	Firmicutes
2.779704829	54.19	Firmicutes
1.552935055	40.12	Firmicutes
2.765143642	57.68	Firmicutes
1.829934511	53.93	Firmicutes
3.102858031	57.01	Firmicutes
2.86312559	57.86	Firmicutes
2.289616927	58.36	Firmicutes
1.984485428	49.65	Firmicutes
2.136041757	44.46	Firmicutes
1.627616332	41.44	Firmicutes
1.619370476	37.82	Firmicutes
1.540512353	44.39	Firmicutes
2.731299388	54.93	Firmicutes
1.452687563	39.26	Firmicutes
1.553320029	32.99	Firmicutes
1.096662149	34.6	Firmicutes
1.523537192	31.31	Firmicutes
1.223943491	49.24	Firmicutes
1.664682531	43.24	Firmicutes
2.078343816	31.31	Firmicutes
1.520149128	46.91	Firmicutes
1.481423004	49.53	Firmicutes
1.515761279	45.9	Firmicutes
1.689635272	36.54	Firmicutes
2.194331085	27.59	Firmicutes
1.726071473	41.46	Firmicutes
1.580921326	42.66	Firmicutes
1.088936271	35.93	Firmicutes
2.254087977	27.27	Firmicutes
1.075494602	37.22	Firmicutes
1.903378036	26.68	Firmicutes
1.476408063	28.68	Firmicutes
1.817970857	38.85	Firmicutes
3.580584622	41.41	Firmicutes
1.469739892	38.9	Firmicutes
1.423031267	37.1	Firmicutes
2.077310322	46.32	Firmicutes
1.967237413	33.39	Firmicutes
1.935541649	47.16	Firmicutes
3.414211096	63.88	Firmicutes
1.635320852	51.26	Firmicutes
3.390261251	45.48	Firmicutes
1.944649826	27.64	Firmicutes
1.999705528	35.73	Firmicutes
3.337111329	55.62	Firmicutes
1.852225872	43.87	Firmicutes
2.934673224	64.42	Firmicutes
2.105874242	37.61	Firmicutes
2.257722118	42.77	Firmicutes
2.604679566	59.15	Firmicutes
1.734837409	37.97	Firmicutes
1.63039388	46.41	Firmicutes
2.59450642	60.84	Firmicutes
2.664001908	55.09	Firmicutes
1.969873382	27.66	Firmicutes
1.324930573	26.81	Firmicutes
2.027165726	38.81	Firmicutes
1.961597737	56.96	Firmicutes
2.232292688	40.46	Firmicutes
3.660973791	47.34	Lentisphaerae
4.097505592	44.76	Lentisphaerae
3.567361449	56.73	Lentisphaerae
3.519201685	45.85	Lentisphaerae
2.612404784	52.26	Lentisphaerae
4.093515132	50.24	Lentisphaerae
2.934822297	50.63	Lentisphaerae
3.739812988	44.63	Lentisphaerae
2.817340135	44.84	Lentisphaerae
3.197815485	52.53	Lentisphaerae
2.864292088	53.38	Lentisphaerae
2.678689315	52.17	Lentisphaerae
3.06575843	44.88	Lentisphaerae
2.939724613	52.52	Lentisphaerae
3.453503062	44.17	Lentisphaerae
4.74038651	45.4	Lentisphaerae
2.90228349	50.27	Lentisphaerae
3.298904976	48.04	Lentisphaerae
2.616927325	51.85	Lentisphaerae
3.154531092	48.7	Lentisphaerae
2.802679054	53.14	Lentisphaerae
2.969085979	51.29	Lentisphaerae
3.048323393	50.7	Lentisphaerae
4.000701604	51.26	Lentisphaerae
2.469976844	48.51	Lentisphaerae
2.298416426	37.87	Lentisphaerae
2.960275779	49.91	Lentisphaerae
2.327323424	50.98	Lentisphaerae
3.162915537	49.39	Lentisphaerae
3.013326489	49.9	Lentisphaerae
3.889758779	50.55	Lentisphaerae
3.34009449	49.03	Lentisphaerae
3.612855832	48.4	Lentisphaerae
2.806007183	52.09	Lentisphaerae
2.972377293	49.21	Lentisphaerae
3.471652856	49.53	Lentisphaerae
4.056381991	47.67	Lentisphaerae
3.237833169	49.49	Lentisphaerae
2.214086927	58.41	Lentisphaerae
2.564248735	43.81	Lentisphaerae
3.02704735	49.67	Lentisphaerae
3.469184056	49.51	Lentisphaerae
3.787993172	48.47	Lentisphaerae
2.95571743	62.32	Lentisphaerae
3.450091159	48.02	Lentisphaerae
2.760143535	44.24	Lentisphaerae
2.835268256	52.22	Lentisphaerae
2.962508803	50.07	Lentisphaerae
2.584917196	46.02	Lentisphaerae
3.699209603	50.78	Lentisphaerae
2.695433539	51.81	Lentisphaerae
3.379582605	47.86	Lentisphaerae
3.270208869	48.06	Lentisphaerae
2.824209463	49.79	Lentisphaerae
2.886615187	49.07	Lentisphaerae
1.640196873	37.96	Proteobacteria
1.669196447	35.33	Proteobacteria
1.62530543	33.55	Proteobacteria
1.735626569	32.99	Proteobacteria
1.591423918	35.19	Proteobacteria
1.967920544	32.7	Proteobacteria
1.257921248	39.6	Proteobacteria
1.814536013	43.58	Proteobacteria
1.94218134	32.41	Proteobacteria
1.316377103	38.6	Proteobacteria
1.903715555	34.63	Proteobacteria
1.249426348	36.55	Proteobacteria
1.806201725	45.34	Proteobacteria
1.688099018	34.11	Proteobacteria
1.628948842	33.97	Proteobacteria
1.327655911	32.24	Proteobacteria
1.673020994	32.93	Proteobacteria
1.753818795	33.25	Proteobacteria
1.714750929	31.76	Proteobacteria
1.496295388	33.19	Proteobacteria
1.519386264	32.26	Proteobacteria
2.352848	60.83	Proteobacteria
2.323969457	56.22	Proteobacteria
2.636303327	63.58	Proteobacteria
2.146354281	59.56	Proteobacteria
2.045590274	56.18	Proteobacteria
2.425277017	56.56	Proteobacteria
2.210215285	58.18	Proteobacteria
2.341807502	61.03	Proteobacteria
2.135551751	57.36	Proteobacteria
4.398883817	51.03	Proteobacteria
1.814148031	42.73	Proteobacteria
1.612497418	33.98	Proteobacteria
1.82142388	36.88	Proteobacteria
1.991455185	39.12	Proteobacteria
1.976122094	51.27	Proteobacteria
1.592038835	34.86	Proteobacteria
1.765458725	47.5	Proteobacteria
1.62045838	34.84	Proteobacteria
1.731329154	34.93	Proteobacteria
1.545294118	40.09	Proteobacteria
1.546647827	34.63	Proteobacteria
1.579377619	35.48	Proteobacteria
1.58268652	32.84	Proteobacteria
1.501268808	35.87	Proteobacteria
1.47177793	37.3	Proteobacteria
1.587534524	45.36	Proteobacteria
1.48063112	35.23	Proteobacteria
1.633874297	40.08	Proteobacteria
1.635122743	33.96	Proteobacteria
1.346885212	39.32	Proteobacteria
2.215950809	31.22	Proteobacteria
2.591114834	39.44	Proteobacteria
2.450207661	36.78	Proteobacteria
2.027173502	36.2	Proteobacteria
2.589536829	44.08	Proteobacteria
3.84943022	38.66	Proteobacteria
2.109630602	35.63	Proteobacteria
2.029960164	35.29	Proteobacteria
2.11428148	49.41	Proteobacteria
2.084253197	60.37	Proteobacteria
1.06254579	42.99	Proteobacteria
1.096284185	44.01	Proteobacteria
1.792033647	35.57	Proteobacteria
1.551516629	23	Proteobacteria
1.015613179	42.17	Proteobacteria
1.03134797	45.71	Proteobacteria
1.597149286	42.22	Proteobacteria
1.127366588	42.45	Proteobacteria
1.005311286	41.09	Proteobacteria
1.926978098	34.05	Proteobacteria
1.679817163	36.48	Proteobacteria
1.608205238	35.77	Proteobacteria
1.670186005	40.9	Proteobacteria
0.975333333	43.34	Proteobacteria
1.124224689	39.48	Proteobacteria
2.001797161	34.65	Proteobacteria
1.240060665	41.61	Proteobacteria
1.294518034	43.61	Proteobacteria
1.492037287	35.35	Proteobacteria
1.57679309	37.84	Proteobacteria
1.016011948	44.3	Proteobacteria
0.959949041	45.18	Proteobacteria
1.098664688	43.41	Proteobacteria
1.069713515	40.55	Proteobacteria
1.524044535	22.9	Proteobacteria
1.729846367	35.34	Proteobacteria
1.068038992	39.43	Proteobacteria
1.169561847	43.44	Proteobacteria
1.019446104	44.71	Proteobacteria
1.176986023	42.76	Proteobacteria
1.169622445	38.28	Proteobacteria
1.162915482	39.61	Proteobacteria
1.057058278	43.3	Proteobacteria
1.890279713	34.29	Proteobacteria
2.576604311	48.72	Proteobacteria
1.089697606	25.59	Proteobacteria
1.19261544	44.05	Proteobacteria
1.026616749	40.95	Proteobacteria
1.084555303	36.28	Proteobacteria
1.147960271	45.01	Proteobacteria
5.024585961	47.71	Proteobacteria
3.932914496	63.43	Proteobacteria
1.105294118	31.65	Proteobacteria
2.424464826	39.78	Spirochaetes
2.632267	33.28	Spirochaetes
3.043209397	31.75	Spirochaetes
3.081415952	36.27	Spirochaetes
2.657399387	33.47	Spirochaetes
2.538453944	30.49	Spirochaetes
2.372546	32.66	Spirochaetes
2.738426978	52.43	Spirochaetes
2.518019553	38.39	Spirochaetes
2.553696996	31.85	Spirochaetes
2.981354189	37.62	Spirochaetes
2.591215544	45.9	Spirochaetes
2.616112178	42.43	Spirochaetes
2.812104367	39.73	Spirochaetes
3.172482089	40.57	Spirochaetes
3.312317505	40.27	Spirochaetes
2.455632	31.64	Spirochaetes
3.295101289	42.91	Spirochaetes
2.961862092	51.24	Spirochaetes
2.596540445	39.74	Spirochaetes
2.881691684	30.87	Spirochaetes
3.117208194	45.13	Spirochaetes
2.790800581	36.98	Spirochaetes
2.853128802	53.59	Spirochaetes
1.821636067	44.49	Spirochaetes
2.096140406	30.47	Spirochaetes
1.901867319	41.26	Spirochaetes
2.200213816	34.32	Spirochaetes
2.903319234	54.42	Spirochaetes
2.549914405	32.03	Spirochaetes
2.380801712	42.94	Spirochaetes
2.661788808	33.62	Spirochaetes
2.532790123	38.11	Spirochaetes
3.031579823	44.11	Spirochaetes
2.242729459	59.08	Spirochaetes
2.902549109	38.06	Spirochaetes
3.25412091	33.67	Spirochaetes
1.451405143	45.92	Spirochaetes
2.984255122	52.09	Verrucomicrobia
2.858398301	56.42	Verrucomicrobia
2.216849301	43.74	Verrucomicrobia
2.479212726	54.13	Verrucomicrobia
2.909561036	54.99	Verrucomicrobia
2.635524499	58.66	Verrucomicrobia
2.660635316	55.81	Verrucomicrobia
2.722903404	57.85	Verrucomicrobia
2.969794263	57.64	Verrucomicrobia
3.191180426	56.17	Verrucomicrobia
2.451300933	55.04	Verrucomicrobia
2.732614117	52.93	Verrucomicrobia
2.784926811	58.22	Verrucomicrobia
2.830581162	55.57	Verrucomicrobia
2.450111315	43.38	Verrucomicrobia
2.813928571	55.8	Verrucomicrobia
2.604602962	55.62	Verrucomicrobia
2.616130959	54.34	Verrucomicrobia
2.411857955	57.03	Verrucomicrobia
2.799352556	53.41	Verrucomicrobia
2.671337041	54.16	Verrucomicrobia
4.837345856	62.76	Verrucomicrobia
1.921810541	46.1	Verrucomicrobia
4.697458036	53.28	Verrucomicrobia
1.121217685	36.48	Verrucomicrobia
2.396644139	36.21	Verrucomicrobia
2.560091984	63.48	Verrucomicrobia
3.551198944	65.44	Verrucomicrobia
2.561371134	58.54	Verrucomicrobia
2.774082615	55.36	Verrucomicrobia
2.292483506	57.76	Verrucomicrobia
2.942115942	62.27	Verrucomicrobia
2.838391635	53.74	Verrucomicrobia
