KO,p_value,p_adj,xz_mean,fxz_mean,foldchange,direction,zs,rzs
K00983,0.00881366398607778,0.0373997893509094,1.94136e-06,1.43504e-07,13.5282640205151,1,2.08137287640961,2.08137287640961
K06151,0.00572607469159193,0.028960225009773,1.7156e-08,5.00004e-07,29.1445558405223,-1,2.1840275321937,-2.1840275321937
K16845,0.00210517451896762,0.0159397613286948,1.07e-07,4.80988e-07,4.49521495327103,-1,2.41029190987612,-2.41029190987612
K13691,1.40344967931175e-05,0.00203084366558185,2.706e-08,4.9396e-07,18.2542498152254,-1,3.08568423484935,-3.08568423484935
K06917,0.0071435588676968,0.0330294491078005,5.394e-08,4.66168e-07,8.6423433444568,-1,2.13172513692291,-2.13172513692291
K16201,0.00276479586824414,0.0185125234913965,2.1417e-06,4.52328e-08,47.3483843582533,1,2.35520431972623,2.35520431972623
K16846,0.00158589813762228,0.0134991373065147,7.744e-08,4.29364e-07,5.54447314049587,-1,2.47032228664212,-2.47032228664212
K07374,0.00890243258160883,0.0373997893509094,1.0338e-07,4.1968e-07,4.05958599342233,-1,2.08137287640961,-2.08137287640961
K10595,0.00881366398607778,0.0373997893509094,3.348e-08,4.3364e-07,12.9522102747909,-1,2.08137287640961,-2.08137287640961
K19135,0.000407000407000407,0.00743061023434855,1.7818e-09,4.3901892e-07,246.390683578404,-1,2.67690318756324,-2.67690318756324
K18567,0.00151038925377674,0.0134991373065147,2.05804e-06,2.50008e-08,82.3189657930946,1,2.47032228664212,2.47032228664212
K15468,0.0071435588676968,0.0330294491078005,2.03889e-06,2.388984e-08,85.345485779729,1,2.13172513692291,2.13172513692291
K18459,0.000559339350916398,0.00884060159988415,1.0754e-06,2.09972e-07,5.12163526565447,1,2.61815739989778,2.61815739989778
K17225,5.61379871724699e-05,0.00203084366558185,2.082464e-06,1.82316e-09,1142.22778033744,1,3.08568423484935,3.08568423484935
K01083,0.00380304391858015,0.0229297725152664,9.75e-09,4.13938e-07,42.4551794871795,-1,2.27460272476658,-2.27460272476658
K10066,0.00572607469159193,0.028960225009773,1.705e-08,4.095276e-07,24.0192140762463,-1,2.1840275321937,-2.1840275321937
K12854,0.00572607469159193,0.028960225009773,2.9542e-08,3.949e-07,13.3674091124501,-1,2.1840275321937,-2.1840275321937
K11628,0.0071435588676968,0.0330294491078005,1.5346e-08,3.935324e-07,25.6439723706503,-1,2.13172513692291,-2.13172513692291
K01724,5.61379871724699e-05,0.00203084366558185,1.922486e-06,1.49924e-09,1282.30703556469,1,3.08568423484935,3.08568423484935
K09694,5.61379871724699e-05,0.00203084366558185,1.922486e-06,1.49924e-09,1282.30703556469,1,3.08568423484935,3.08568423484935
K14519,5.61379871724699e-05,0.00203084366558185,1.922486e-06,1.49924e-09,1282.30703556469,1,3.08568423484935,3.08568423484935
K19809,5.61379871724699e-05,0.00203084366558185,1.922486e-06,1.49924e-09,1282.30703556469,1,3.08568423484935,3.08568423484935
K21460,0.0071435588676968,0.0330294491078005,9.6028e-09,3.793088e-07,39.4998125546716,-1,2.13172513692291,-2.13172513692291
K22111,0.0130941855079786,0.0488158232630462,5.666e-08,3.59632e-07,6.34719378750441,-1,1.97019677292199,-1.97019677292199
K20268,0.00539014958473646,0.028960225009773,3.934e-08,3.60796e-07,9.17122521606507,-1,2.1840275321937,-2.1840275321937
K04039,0.000686420440563159,0.00898898015913279,1.2966e-06,9.57e-08,13.5485893416928,1,2.61247296452743,2.61247296452743
K21337,0.000589448865310934,0.00884060159988415,2.858e-08,3.427e-07,11.9909027291812,-1,2.61815739989778,-2.61815739989778
K00114,0.00587072952860737,0.0295198716451338,1.483e-08,3.378156e-07,22.7792043155765,-1,2.1764735195104,-2.1764735195104
K16844,0.0107925280339073,0.0424850448649632,4.346e-08,3.279128e-07,7.54516336861482,-1,2.02873739525314,-2.02873739525314
K12241,0.0107925280339073,0.0424850448649632,5.108e-08,3.22668e-07,6.31691464369616,-1,2.02873739525314,-2.02873739525314
K12242,0.0107925280339073,0.0424850448649632,6.564e-10,3.3214652e-07,506.012370505789,-1,2.02873739525314,-2.02873739525314
K24442,5.61379871724699e-05,0.00203084366558185,1.0862e-06,1.1386e-07,9.53978570173898,1,3.08568423484935,3.08568423484935
K12469,0.00454717696097006,0.0251640515389661,1.6314e-08,3.25832e-07,19.9725389236239,-1,2.23887498490255,-2.23887498490255
K21378,0.00494537748957242,0.0271752318590147,1.2514e-08,3.223388e-07,25.7582547546748,-1,2.20899150391221,-2.20899150391221
K01456,0.00356476218545184,0.021847099385977,1.05508e-06,1.042396e-07,10.1216812036884,1,2.29301572952859,2.29301572952859
K18981,0.00220586405901552,0.0164628670077815,1.10798e-06,8.4896e-08,13.0510271390878,1,2.39848908776572,2.39848908776572
K11915,0.00356476218545184,0.021847099385977,4.5596e-09,3.051068e-07,66.9152557241863,-1,2.29301572952859,-2.29301572952859
K13307,0.00881366398607778,0.0373997893509094,8.4888e-07,1.357648e-07,6.25257798781422,1,2.08137287640961,2.08137287640961
K11947,0.00572607469159193,0.028960225009773,1.08142e-06,8.52648e-08,12.6830767209915,1,2.1840275321937,2.1840275321937
K11151,0.00539014958473646,0.028960225009773,3.866e-08,2.8332e-07,7.32850491464045,-1,2.1840275321937,-2.1840275321937
K15013,0.00539014958473646,0.028960225009773,3.866e-08,2.8332e-07,7.32850491464045,-1,2.1840275321937,-2.1840275321937
K20486,0.0053850077105295,0.028960225009773,1.157e-06,5.87132e-08,19.7059604995129,1,2.1840275321937,2.1840275321937
K08356,0.00210517451896762,0.0159397613286948,1.0228e-06,8.1734e-08,12.5137641617931,1,2.41029190987612,2.41029190987612
K11532,0.000589448865310934,0.00884060159988415,7.254e-07,1.3378e-07,5.42233517715653,1,2.61815739989778,2.61815739989778
K15668,0.00276479586824414,0.0185125234913965,2.52842e-08,2.61068e-07,10.3253415176276,-1,2.35520431972623,-2.35520431972623
K11152,0.00587072952860737,0.0295198716451338,2.2182e-08,2.5348e-07,11.4272833829231,-1,2.1764735195104,-2.1764735195104
K00594,5.61379871724699e-05,0.00203084366558185,1.269558e-06,2.7478e-09,462.02707620642,1,3.08568423484935,3.08568423484935
K20611,5.61379871724699e-05,0.00203084366558185,1.269558e-06,2.7478e-09,462.02707620642,1,3.08568423484935,3.08568423484935
K21737,5.61379871724699e-05,0.00203084366558185,1.269558e-06,2.7478e-09,462.02707620642,1,3.08568423484935,3.08568423484935
K23155,5.61379871724699e-05,0.00203084366558185,1.269558e-06,2.7478e-09,462.02707620642,1,3.08568423484935,3.08568423484935
K13126,0.00116486323382875,0.0113211956581317,1.5766e-08,2.49188e-07,15.8054040339972,-1,2.53262512332187,-2.53262512332187
K20977,9.82414775518224e-05,0.00304626549837278,2.12e-08,2.46024e-07,11.6049056603774,-1,2.9630303315764,-2.9630303315764
K19821,0.00276479586824414,0.0185125234913965,1.02566e-06,4.43508e-08,23.1260766434878,1,2.35520431972623,2.35520431972623
K13796,0.00572607469159193,0.028960225009773,5.479e-07,1.253276e-07,4.37174253715861,1,2.1840275321937,2.1840275321937
K02803,0.00890243258160883,0.0373997893509094,7.9462e-07,7.350868e-08,10.8098798672483,1,2.08137287640961,2.08137287640961
K05603,0.00572607469159193,0.028960225009773,9.65216e-07,3.485428e-08,27.6928974002619,1,2.1840275321937,2.1840275321937
K09012,0.00572607469159193,0.028960225009773,9.65216e-07,3.485428e-08,27.6928974002619,1,2.1840275321937,2.1840275321937
K18568,0.00572607469159193,0.028960225009773,9.65216e-07,3.485428e-08,27.6928974002619,1,2.1840275321937,2.1840275321937
K05953,0.00116486323382875,0.0113211956581317,8.7574e-07,5.1648e-08,16.9559324659232,1,2.53262512332187,2.53262512332187
K00481,0.000839923716331821,0.00898898015913279,1.11923e-06,1.07336e-09,1042.73496310651,1,2.61247296452743,2.61247296452743
K07401,0.000839923716331821,0.00898898015913279,1.11923e-06,1.07336e-09,1042.73496310651,1,2.61247296452743,2.61247296452743
K09932,0.000839923716331821,0.00898898015913279,1.11923e-06,1.07336e-09,1042.73496310651,1,2.61247296452743,2.61247296452743
K12445,0.000839923716331821,0.00898898015913279,1.11923e-06,1.07336e-09,1042.73496310651,1,2.61247296452743,2.61247296452743
K21062,0.000839923716331821,0.00898898015913279,1.11923e-06,1.07336e-09,1042.73496310651,1,2.61247296452743,2.61247296452743
K21148,0.000839923716331821,0.00898898015913279,1.11923e-06,1.07336e-09,1042.73496310651,1,2.61247296452743,2.61247296452743
K23462,0.000839923716331821,0.00898898015913279,1.11923e-06,1.07336e-09,1042.73496310651,1,2.61247296452743,2.61247296452743
K03225,0.0122345843157003,0.0476515973081224,6.7006e-07,8.42266e-08,7.95544400462562,1,1.98046237314405,1.98046237314405
K16531,0.0122345843157003,0.0476515973081224,6.7006e-07,8.42266e-08,7.95544400462562,1,1.98046237314405,1.98046237314405
K13580,0.00116486323382875,0.0113211956581317,4.768e-07,1.088764e-07,4.37927778655429,1,2.53262512332187,2.53262512332187
K23231,0.00158589813762228,0.0134991373065147,8.7996e-07,2.7778e-08,31.6783065735474,1,2.47032228664212,2.47032228664212
K09153,0.00572607469159193,0.028960225009773,6.3888e-07,7.372772e-08,8.66539749228648,1,2.1840275321937,2.1840275321937
K05618,0.0107925280339073,0.0424850448649632,1.03004e-08,1.965892e-07,19.0855889091686,-1,2.02873739525314,-2.02873739525314
K06979,0.00158589813762228,0.0134991373065147,7.8756e-07,4.113028e-08,19.1479367512208,1,2.47032228664212,2.47032228664212
K08800,0.0122635477587195,0.0476515973081224,8.8686e-09,1.940012e-07,21.875064835487,-1,1.98046237314405,-1.98046237314405
K12354,0.00124666906437811,0.0119527264650927,3.33416e-08,1.87304e-07,5.61772680375267,-1,2.51353692482595,-2.51353692482595
K00141,0.000839923716331821,0.00898898015913279,9.61234e-07,7.48968e-10,1283.41130729217,1,2.61247296452743,2.61247296452743
K00252,0.000839923716331821,0.00898898015913279,9.61234e-07,7.48968e-10,1283.41130729217,1,2.61247296452743,2.61247296452743
K00273,0.000839923716331821,0.00898898015913279,9.61234e-07,7.48968e-10,1283.41130729217,1,2.61247296452743,2.61247296452743
K00448,0.000839923716331821,0.00898898015913279,9.61234e-07,7.48968e-10,1283.41130729217,1,2.61247296452743,2.61247296452743
K00453,0.000839923716331821,0.00898898015913279,9.61234e-07,7.48968e-10,1283.41130729217,1,2.61247296452743,2.61247296452743
K00505,0.000839923716331821,0.00898898015913279,9.61234e-07,7.48968e-10,1283.41130729217,1,2.61247296452743,2.61247296452743
K00507,0.000839923716331821,0.00898898015913279,9.61234e-07,7.48968e-10,1283.41130729217,1,2.61247296452743,2.61247296452743
K01031,0.000839923716331821,0.00898898015913279,9.61234e-07,7.48968e-10,1283.41130729217,1,2.61247296452743,2.61247296452743
K01032,0.000839923716331821,0.00898898015913279,9.61234e-07,7.48968e-10,1283.41130729217,1,2.61247296452743,2.61247296452743
K01576,0.000839923716331821,0.00898898015913279,9.61234e-07,7.48968e-10,1283.41130729217,1,2.61247296452743,2.61247296452743
K04090,0.000839923716331821,0.00898898015913279,9.61234e-07,7.48968e-10,1283.41130729217,1,2.61247296452743,2.61247296452743
K07809,0.000839923716331821,0.00898898015913279,9.61234e-07,7.48968e-10,1283.41130729217,1,2.61247296452743,2.61247296452743
K09695,0.000839923716331821,0.00898898015913279,9.61234e-07,7.48968e-10,1283.41130729217,1,2.61247296452743,2.61247296452743
K10860,0.000839923716331821,0.00898898015913279,9.61234e-07,7.48968e-10,1283.41130729217,1,2.61247296452743,2.61247296452743
K11173,0.000839923716331821,0.00898898015913279,9.61234e-07,7.48968e-10,1283.41130729217,1,2.61247296452743,2.61247296452743
K13063,0.000839923716331821,0.00898898015913279,9.61234e-07,7.48968e-10,1283.41130729217,1,2.61247296452743,2.61247296452743
K14338,0.000839923716331821,0.00898898015913279,9.61234e-07,7.48968e-10,1283.41130729217,1,2.61247296452743,2.61247296452743
K14447,0.000839923716331821,0.00898898015913279,9.61234e-07,7.48968e-10,1283.41130729217,1,2.61247296452743,2.61247296452743
K14607,0.000839923716331821,0.00898898015913279,9.61234e-07,7.48968e-10,1283.41130729217,1,2.61247296452743,2.61247296452743
K16446,0.000839923716331821,0.00898898015913279,9.61234e-07,7.48968e-10,1283.41130729217,1,2.61247296452743,2.61247296452743
K16593,0.000839923716331821,0.00898898015913279,9.61234e-07,7.48968e-10,1283.41130729217,1,2.61247296452743,2.61247296452743
K17829,0.000839923716331821,0.00898898015913279,9.61234e-07,7.48968e-10,1283.41130729217,1,2.61247296452743,2.61247296452743
K18286,0.000839923716331821,0.00898898015913279,9.61234e-07,7.48968e-10,1283.41130729217,1,2.61247296452743,2.61247296452743
K18352,0.000839923716331821,0.00898898015913279,9.61234e-07,7.48968e-10,1283.41130729217,1,2.61247296452743,2.61247296452743
K18354,0.000839923716331821,0.00898898015913279,9.61234e-07,7.48968e-10,1283.41130729217,1,2.61247296452743,2.61247296452743
K18547,0.000839923716331821,0.00898898015913279,9.61234e-07,7.48968e-10,1283.41130729217,1,2.61247296452743,2.61247296452743
K19743,0.000839923716331821,0.00898898015913279,9.61234e-07,7.48968e-10,1283.41130729217,1,2.61247296452743,2.61247296452743
K19794,0.000839923716331821,0.00898898015913279,9.61234e-07,7.48968e-10,1283.41130729217,1,2.61247296452743,2.61247296452743
K20420,0.000839923716331821,0.00898898015913279,9.61234e-07,7.48968e-10,1283.41130729217,1,2.61247296452743,2.61247296452743
K20798,0.000839923716331821,0.00898898015913279,9.61234e-07,7.48968e-10,1283.41130729217,1,2.61247296452743,2.61247296452743
K21172,0.000839923716331821,0.00898898015913279,9.61234e-07,7.48968e-10,1283.41130729217,1,2.61247296452743,2.61247296452743
K22589,0.000839923716331821,0.00898898015913279,9.61234e-07,7.48968e-10,1283.41130729217,1,2.61247296452743,2.61247296452743
K22886,0.000839923716331821,0.00898898015913279,9.61234e-07,7.48968e-10,1283.41130729217,1,2.61247296452743,2.61247296452743
K23176,0.000839923716331821,0.00898898015913279,9.61234e-07,7.48968e-10,1283.41130729217,1,2.61247296452743,2.61247296452743
K23205,0.000839923716331821,0.00898898015913279,9.61234e-07,7.48968e-10,1283.41130729217,1,2.61247296452743,2.61247296452743
K23825,0.000839923716331821,0.00898898015913279,9.61234e-07,7.48968e-10,1283.41130729217,1,2.61247296452743,2.61247296452743
K24241,0.000839923716331821,0.00898898015913279,9.61234e-07,7.48968e-10,1283.41130729217,1,2.61247296452743,2.61247296452743
K17756,2.8068993586235e-05,0.00203084366558185,6.686e-07,4.41384e-08,15.1478078045421,1,3.08568423484935,3.08568423484935
K11040,0.00881366398607778,0.0373997893509094,7.8872e-09,1.741728e-07,22.0829698752409,-1,2.08137287640961,-2.08137287640961
K11778,0.006949372609511,0.0330294491078005,4.51e-09,1.664572e-07,36.9084700665189,-1,2.13172513692291,-2.13172513692291
K18144,0.00182904898516833,0.01531853030022,1.312e-08,1.3856e-07,10.5609756097561,-1,2.42475951689163,-2.42475951689163
K13811,0.00264973071236806,0.0185125234913965,5.491e-07,3.05352e-08,17.9825250858026,1,2.35520431972623,2.35520431972623
K20625,0.00265264619285221,0.0185125234913965,3.9792e-07,5.79632e-08,6.86504540812101,1,2.35520431972623,2.35520431972623
K24189,0.00102476947964371,0.0108650593133459,3.7878e-07,5.8248e-08,6.50288421920066,1,2.54700912162549,2.54700912162549
K19050,0.0071435588676968,0.0330294491078005,9.2082e-09,1.315372e-07,14.2847896440129,-1,2.13172513692291,-2.13172513692291
K16842,0.000559339350916398,0.00884060159988415,6.11794e-07,1.7502e-09,349.556622100331,1,2.61815739989778,2.61815739989778
K01049,9.82414775518224e-05,0.00304626549837278,1.4376e-08,1.18644e-07,8.25292153589316,-1,2.9630303315764,-2.9630303315764
K24006,9.82414775518224e-05,0.00304626549837278,1.4376e-08,1.18644e-07,8.25292153589316,-1,2.9630303315764,-2.9630303315764
K11891,0.00454717696097006,0.0251640515389661,2.92e-10,1.20046428e-07,411.117904109589,-1,2.23887498490255,-2.23887498490255
K11894,0.00454717696097006,0.0251640515389661,2.92e-10,1.20046428e-07,411.117904109589,-1,2.23887498490255,-2.23887498490255
K11906,0.00454717696097006,0.0251640515389661,2.92e-10,1.20046428e-07,411.117904109589,-1,2.23887498490255,-2.23887498490255
K14429,0.00219834488361273,0.0164628670077815,3.656e-09,1.181472e-07,32.3159737417943,-1,2.39848908776572,-2.39848908776572
K15970,0.00881366398607778,0.0373997893509094,7.9492e-09,1.1324456e-07,14.2460323051376,-1,2.08137287640961,-2.08137287640961
K18164,0.00755281009763692,0.0342329803381293,2.4604e-07,5.40504e-08,4.55204771842577,1,2.11731667840585,2.11731667840585
K20712,0.00755281009763692,0.0342329803381293,2.4604e-07,5.40504e-08,4.55204771842577,1,2.11731667840585,2.11731667840585
K11251,0.00380304391858015,0.0229297725152664,3.4566e-07,3.12528e-08,11.0601290124405,1,2.27460272476658,2.27460272476658
K14152,0.00276479586824414,0.0185125234913965,1.6102e-09,9.716008e-08,60.3403800770091,-1,2.35520431972623,-2.35520431972623
K07546,0.000839923716331821,0.00898898015913279,4.76078e-07,9.75528e-10,488.020846146907,1,2.61247296452743,2.61247296452743
K14520,0.000839923716331821,0.00898898015913279,4.76078e-07,9.75528e-10,488.020846146907,1,2.61247296452743,2.61247296452743
K18091,0.000839923716331821,0.00898898015913279,4.76078e-07,9.75528e-10,488.020846146907,1,2.61247296452743,2.61247296452743
K15620,0.0130941855079786,0.0488158232630462,3.08362e-07,1.7328e-08,17.7955909510619,1,1.97019677292199,1.97019677292199
K13547,0.00124354129870022,0.0119527264650927,5.6e-09,7.27672e-08,12.9941428571429,-1,2.51353692482595,-2.51353692482595
K19813,0.00124354129870022,0.0119527264650927,5.6e-09,7.27672e-08,12.9941428571429,-1,2.51353692482595,-2.51353692482595
K09841,2.8068993586235e-05,0.00203084366558185,2.7644e-07,1.43048e-08,19.3249818242828,1,3.08568423484935,3.08568423484935
K14651,2.8068993586235e-05,0.00203084366558185,2.7644e-07,1.43048e-08,19.3249818242828,1,3.08568423484935,3.08568423484935
K20926,2.8068993586235e-05,0.00203084366558185,2.7644e-07,1.43048e-08,19.3249818242828,1,3.08568423484935,3.08568423484935
K13703,0.00453406382248189,0.0251640515389661,2.0398e-07,2.76624e-08,7.37390826537105,1,2.23887498490255,2.23887498490255
K02128,0.00572607469159193,0.028960225009773,3.02112e-07,7.2392e-09,41.7327881533871,1,2.1840275321937,2.1840275321937
K05973,0.00572607469159193,0.028960225009773,3.02112e-07,7.2392e-09,41.7327881533871,1,2.1840275321937,2.1840275321937
K22071,0.00572607469159193,0.028960225009773,3.02112e-07,7.2392e-09,41.7327881533871,1,2.1840275321937,2.1840275321937
K20325,5.61379871724699e-05,0.00203084366558185,3.2588e-07,1.636652e-09,199.11380061247,1,3.08568423484935,3.08568423484935
K11916,0.000686420440563159,0.00898898015913279,2.837e-07,8.97356e-09,31.6151003615065,1,2.61247296452743,2.61247296452743
K08353,0.00539014958473646,0.028960225009773,2.037e-07,2.41552e-08,8.43296681459893,1,2.1840275321937,2.1840275321937
K06118,0.00539014958473646,0.028960225009773,2.037e-07,2.41552e-08,8.43296681459893,1,2.1840275321937,2.1840275321937
K15657,0.00452957863197201,0.0251640515389661,4.924e-09,6.32204e-08,12.8392363931763,-1,2.23887498490255,-2.23887498490255
K00372,0.000839923716331821,0.00898898015913279,3.18112e-07,6.50096e-10,489.330806527036,1,2.61247296452743,2.61247296452743
K07044,0.000839923716331821,0.00898898015913279,3.18112e-07,6.50096e-10,489.330806527036,1,2.61247296452743,2.61247296452743
K18058,0.000839923716331821,0.00898898015913279,3.18112e-07,6.50096e-10,489.330806527036,1,2.61247296452743,2.61247296452743
K19541,0.000839923716331821,0.00898898015913279,3.18112e-07,6.50096e-10,489.330806527036,1,2.61247296452743,2.61247296452743
K21119,0.000839923716331821,0.00898898015913279,3.18112e-07,6.50096e-10,489.330806527036,1,2.61247296452743,2.61247296452743
K22419,0.000839923716331821,0.00898898015913279,3.18112e-07,6.50096e-10,489.330806527036,1,2.61247296452743,2.61247296452743
K23463,0.000839923716331821,0.00898898015913279,3.18112e-07,6.50096e-10,489.330806527036,1,2.61247296452743,2.61247296452743
K09966,0.00016841396151741,0.00425885661908427,3.08344e-07,2.00068e-09,154.119599336226,1,2.85832372358346,2.85832372358346
K10552,0.00016841396151741,0.00425885661908427,3.08344e-07,2.00068e-09,154.119599336226,1,2.85832372358346,2.85832372358346
K10553,0.00016841396151741,0.00425885661908427,3.08344e-07,2.00068e-09,154.119599336226,1,2.85832372358346,2.85832372358346
K10554,0.00016841396151741,0.00425885661908427,3.08344e-07,2.00068e-09,154.119599336226,1,2.85832372358346,2.85832372358346
K11355,0.00016841396151741,0.00425885661908427,3.08344e-07,2.00068e-09,154.119599336226,1,2.85832372358346,2.85832372358346
K13181,0.00016841396151741,0.00425885661908427,3.08344e-07,2.00068e-09,154.119599336226,1,2.85832372358346,2.85832372358346
K19243,0.00016841396151741,0.00425885661908427,3.08344e-07,2.00068e-09,154.119599336226,1,2.85832372358346,2.85832372358346
K21886,0.00016841396151741,0.00425885661908427,3.08344e-07,2.00068e-09,154.119599336226,1,2.85832372358346,2.85832372358346
K22348,0.00016841396151741,0.00425885661908427,3.08344e-07,2.00068e-09,154.119599336226,1,2.85832372358346,2.85832372358346
K14835,0.00820281296564281,0.0370073790493839,2.4088e-07,1.2374e-08,19.4666235655407,1,2.08568265028747,2.08568265028747
K08257,0.00415398605378818,0.0249302972536873,3.3252e-10,6.009756e-08,180.733670155179,-1,2.24248107247626,-2.24248107247626
K00079,0.000842069807587049,0.00898898015913279,2.4412e-07,1.003348e-08,24.3305413475683,1,2.61247296452743,2.61247296452743
K01608,0.000842069807587049,0.00898898015913279,2.4412e-07,1.003348e-08,24.3305413475683,1,2.61247296452743,2.61247296452743
K13600,2.8068993586235e-05,0.00203084366558185,2.2332e-07,1.13608e-08,19.6570664037744,1,3.08568423484935,3.08568423484935
K16018,0.00356476218545184,0.021847099385977,1.7152e-07,2.12396e-08,8.07548164748865,1,2.29301572952859,2.29301572952859
K06121,0.000407000407000407,0.00743061023434855,2.2504e-07,9.5184e-09,23.6426290132795,1,2.67690318756324,2.67690318756324
K18613,0.000407000407000407,0.00743061023434855,2.13398e-07,6.31648e-09,33.7843229140281,1,2.67690318756324,2.67690318756324
K07376,9.82414775518224e-05,0.00304626549837278,1.117e-09,4.66332e-08,41.748612354521,-1,2.9630303315764,-2.9630303315764
K01769,9.82414775518224e-05,0.00304626549837278,1.117e-09,4.66332e-08,41.748612354521,-1,2.9630303315764,-2.9630303315764
K08954,0.00220586405901552,0.0164628670077815,2.07224e-07,4.3448e-09,47.6947155220033,1,2.39848908776572,2.39848908776572
K20329,0.00116486323382875,0.0113211956581317,1.76638e-07,6.3092e-09,27.9968934254739,1,2.53262512332187,2.53262512332187
K11517,0.0130941855079786,0.0488158232630462,1.54202e-07,1.06212e-08,14.5183218468723,1,1.97019677292199,1.97019677292199
K15173,2.8068993586235e-05,0.00203084366558185,1.76e-07,5.79276e-09,30.3827536442041,1,3.08568423484935,3.08568423484935
K21801,0.000559339350916398,0.00884060159988415,1.6094e-07,6.4972e-09,24.7706704426522,1,2.61815739989778,2.61815739989778
K19562,0.000589448865310934,0.00884060159988415,1.61974e-07,4.34512e-09,37.2772213425636,1,2.61815739989778,2.61815739989778
K05926,5.61379871724699e-05,0.00203084366558185,1.6782e-07,1.312344e-09,127.878056363271,1,3.08568423484935,3.08568423484935
K08155,5.61379871724699e-05,0.00203084366558185,1.6782e-07,1.312344e-09,127.878056363271,1,3.08568423484935,3.08568423484935
K09956,5.61379871724699e-05,0.00203084366558185,1.6782e-07,1.312344e-09,127.878056363271,1,3.08568423484935,3.08568423484935
K14252,5.61379871724699e-05,0.00203084366558185,1.6782e-07,1.312344e-09,127.878056363271,1,3.08568423484935,3.08568423484935
K21702,5.61379871724699e-05,0.00203084366558185,1.6782e-07,1.312344e-09,127.878056363271,1,3.08568423484935,3.08568423484935
K22250,5.61379871724699e-05,0.00203084366558185,1.6782e-07,1.312344e-09,127.878056363271,1,3.08568423484935,3.08568423484935
K22463,5.61379871724699e-05,0.00203084366558185,1.6782e-07,1.312344e-09,127.878056363271,1,3.08568423484935,3.08568423484935
K22745,5.61379871724699e-05,0.00203084366558185,1.6782e-07,1.312344e-09,127.878056363271,1,3.08568423484935,3.08568423484935
K19465,0.000559339350916398,0.00884060159988415,1.5041e-07,2.14404e-09,70.1526090931139,1,2.61815739989778,2.61815739989778
K00109,5.61379871724699e-05,0.00203084366558185,1.588158e-07,3.249756e-10,488.700690144122,1,3.08568423484935,3.08568423484935
K00464,5.61379871724699e-05,0.00203084366558185,1.588158e-07,3.249756e-10,488.700690144122,1,3.08568423484935,3.08568423484935
K00490,5.61379871724699e-05,0.00203084366558185,1.588158e-07,3.249756e-10,488.700690144122,1,3.08568423484935,3.08568423484935
K00499,5.61379871724699e-05,0.00203084366558185,1.588158e-07,3.249756e-10,488.700690144122,1,3.08568423484935,3.08568423484935
K02164,5.61379871724699e-05,0.00203084366558185,1.588158e-07,3.249756e-10,488.700690144122,1,3.08568423484935,3.08568423484935
K02229,5.61379871724699e-05,0.00203084366558185,1.588158e-07,3.249756e-10,488.700690144122,1,3.08568423484935,3.08568423484935
K03400,5.61379871724699e-05,0.00203084366558185,1.588158e-07,3.249756e-10,488.700690144122,1,3.08568423484935,3.08568423484935
K03867,5.61379871724699e-05,0.00203084366558185,1.588158e-07,3.249756e-10,488.700690144122,1,3.08568423484935,3.08568423484935
K04116,5.61379871724699e-05,0.00203084366558185,1.588158e-07,3.249756e-10,488.700690144122,1,3.08568423484935,3.08568423484935
K04792,5.61379871724699e-05,0.00203084366558185,1.588158e-07,3.249756e-10,488.700690144122,1,3.08568423484935,3.08568423484935
K05549,5.61379871724699e-05,0.00203084366558185,1.588158e-07,3.249756e-10,488.700690144122,1,3.08568423484935,3.08568423484935
K10619,5.61379871724699e-05,0.00203084366558185,1.588158e-07,3.249756e-10,488.700690144122,1,3.08568423484935,3.08568423484935
K10621,5.61379871724699e-05,0.00203084366558185,1.588158e-07,3.249756e-10,488.700690144122,1,3.08568423484935,3.08568423484935
K11385,5.61379871724699e-05,0.00203084366558185,1.588158e-07,3.249756e-10,488.700690144122,1,3.08568423484935,3.08568423484935
K11387,5.61379871724699e-05,0.00203084366558185,1.588158e-07,3.249756e-10,488.700690144122,1,3.08568423484935,3.08568423484935
K11429,5.61379871724699e-05,0.00203084366558185,1.588158e-07,3.249756e-10,488.700690144122,1,3.08568423484935,3.08568423484935
K11987,5.61379871724699e-05,0.00203084366558185,1.588158e-07,3.249756e-10,488.700690144122,1,3.08568423484935,3.08568423484935
K12954,5.61379871724699e-05,0.00203084366558185,1.588158e-07,3.249756e-10,488.700690144122,1,3.08568423484935,3.08568423484935
K13540,5.61379871724699e-05,0.00203084366558185,1.588158e-07,3.249756e-10,488.700690144122,1,3.08568423484935,3.08568423484935
K16118,5.61379871724699e-05,0.00203084366558185,1.588158e-07,3.249756e-10,488.700690144122,1,3.08568423484935,3.08568423484935
K16233,5.61379871724699e-05,0.00203084366558185,1.588158e-07,3.249756e-10,488.700690144122,1,3.08568423484935,3.08568423484935
K16303,5.61379871724699e-05,0.00203084366558185,1.588158e-07,3.249756e-10,488.700690144122,1,3.08568423484935,3.08568423484935
K16428,5.61379871724699e-05,0.00203084366558185,1.588158e-07,3.249756e-10,488.700690144122,1,3.08568423484935,3.08568423484935
K16839,5.61379871724699e-05,0.00203084366558185,1.588158e-07,3.249756e-10,488.700690144122,1,3.08568423484935,3.08568423484935
K17747,5.61379871724699e-05,0.00203084366558185,1.588158e-07,3.249756e-10,488.700690144122,1,3.08568423484935,3.08568423484935
