SGBs	phylum	AH	GX	JL	SD	SX	XZ
SX4.bin077	Firmicutes	0	0	1	0	0	0
SX4.bin079	Actinobacteria	0	0	0	0	0	0
SX4.bin080	Firmicutes	0	0	0	0	1	0
SX4.bin081	Bacteroidetes	1	1	1	1	1	1
SX4.bin083	Actinobacteria	0	0	0	0	1	0
SX4.bin085	Actinobacteria	0	0	0	0	1	1
SX4.bin086	Firmicutes	0	0	0	0	0	0
SX4.bin089	Firmicutes	0	0	0	0	0	0
SX4.bin090	Firmicutes	1	1	1	1	1	1
SX4.bin093	Firmicutes	0	0	0	0	0	0
SX4.bin095	Bacteroidetes	1	0	0	1	1	0
SX4.bin097	Bacteroidetes	0	1	1	1	1	0
SX4.bin098	Firmicutes	0	0	0	1	0	0
SX4.bin099	Firmicutes	0	0	0	0	0	0
SX4.bin103	Proteobacteria	0	0	0	0	0	0
SX4.bin107	Firmicutes	0	0	0	0	0	0
SX4.bin108	Bacteroidetes	0	0	0	0	0	0
SX4.bin111	Firmicutes	0	0	1	0	0	0
SX4.bin114	Firmicutes	0	0	1	1	1	0
SX4.bin115	Bacteroidetes	0	0	0	0	1	0
SX4.bin116	Firmicutes	0	0	0	0	0	0
SX4.bin117	Firmicutes	0	0	1	0	1	0
SX4.bin118	Actinobacteria	0	0	0	0	0	0
SX4.bin119	Proteobacteria	0	0	0	0	1	0
SX4.bin120	Bacteroidetes	1	0	1	0	1	1
SX5.bin001	Spirochaetes	0	0	0	0	1	0
SX5.bin003	Verrucomicrobia	0	1	1	0	1	0
SX5.bin005	Firmicutes	0	0	1	0	0	0
SX5.bin007	Bacteroidetes	1	1	1	1	1	1
SX5.bin012	Firmicutes	1	1	0	1	1	0
SX5.bin014	Firmicutes	0	0	0	0	0	0
SX5.bin015	Proteobacteria	0	0	0	0	0	0
SX5.bin018	Firmicutes	0	0	0	0	0	0
SX5.bin020	Spirochaetes	0	0	0	0	1	0
SX5.bin021	Lentisphaerae	0	0	1	1	0	0
SX5.bin022	Firmicutes	0	0	1	0	0	0
SX5.bin023	Firmicutes	0	0	0	0	0	0
SX5.bin026	Spirochaetes	0	0	0	0	0	0
SX5.bin029	Spirochaetes	0	0	0	1	1	0
SX5.bin030	Candidatus Melainabacteria	0	0	0	0	0	0
SX5.bin031	Firmicutes	0	0	1	0	1	0
SX5.bin034	Firmicutes	1	1	1	1	1	1
SX5.bin035	Firmicutes	0	1	0	0	0	1
SX5.bin036	Bacteroidetes	0	1	1	1	1	0
SX5.bin040	Bacteroidetes	0	0	1	0	1	0
SX5.bin041	Firmicutes	0	0	1	1	1	0
SX5.bin042	Bacteroidetes	0	0	0	0	1	0
SX5.bin045	Lentisphaerae	0	0	0	0	0	0
SX5.bin046	Firmicutes	0	0	0	0	0	0
SX5.bin047	Bacteroidetes	0	0	0	0	1	0
SX5.bin048	Firmicutes	0	0	0	0	0	0
SX5.bin049	Firmicutes	1	0	0	0	0	0
SX5.bin050	Proteobacteria	0	0	0	0	0	0
SX5.bin059	Firmicutes	0	1	0	1	1	1
SX5.bin060	Planctomycetes	1	0	1	1	1	1
SX5.bin063	Proteobacteria	0	1	1	0	1	1
SX5.bin064	Proteobacteria	0	0	0	0	0	0
SX5.bin066	Firmicutes	1	1	1	1	1	1
SX5.bin068	Proteobacteria	0	0	0	0	0	0
SX5.bin072	Firmicutes	0	1	1	1	1	0
SX5.bin073	Firmicutes	0	0	1	0	1	0
SX5.bin074	Bacteroidetes	1	1	1	1	1	1
SX5.bin075	Lentisphaerae	0	1	0	1	1	0
SX5.bin076	Firmicutes	0	0	0	0	0	0
SX5.bin077	Verrucomicrobia	0	0	0	0	0	0
SX5.bin078	Firmicutes	0	0	0	0	0	0
SX5.bin079	Bacteroidetes	0	0	1	1	1	0
SX5.bin080	Firmicutes	0	0	0	0	0	0
SX5.bin081	Firmicutes	0	0	0	0	0	0
SX5.bin082	Firmicutes	0	0	0	0	0	0
SX5.bin083	Verrucomicrobia	0	0	0	0	1	0
SX5.bin084	Firmicutes	0	0	1	0	0	0
SX5.bin086	Firmicutes	1	0	0	0	0	0
SX5.bin088	Firmicutes	0	1	0	0	1	1
SX5.bin092	Proteobacteria	0	0	1	0	1	0
SX5.bin094	Bacteroidetes	0	0	0	0	1	0
SX5.bin095	Firmicutes	0	0	0	0	0	0
SX5.bin097	Firmicutes	0	0	0	0	0	0
SX5.bin099	Bacteroidetes	0	0	0	0	1	0
SX5.bin100	Firmicutes	0	0	0	1	1	0
SX5.bin101	Bacteroidetes	0	0	0	0	0	0
SX5.bin104	Proteobacteria	0	0	0	0	0	0
SX5.bin105	Firmicutes	0	0	1	0	0	0
SX5.bin106	Candidatus Melainabacteria	0	0	0	0	0	0
SX5.bin107	Proteobacteria	0	0	0	0	0	0
SX5.bin108	Firmicutes	0	0	1	0	1	0
SX5.bin109	Firmicutes	0	0	0	1	0	1
SX5.bin110	Bacteroidetes	0	1	0	0	1	0
SX5.bin111	Firmicutes	0	0	1	0	1	0
SX5.bin112	Firmicutes	0	0	0	0	0	0
SX5.bin113	Firmicutes	0	0	0	0	0	0
SX5.bin114	Firmicutes	0	0	0	0	0	0
SX5.bin116	Firmicutes	0	1	0	1	1	1
SX5.bin119	Verrucomicrobia	1	0	0	0	1	0
XZ1.bin001	Firmicutes	0	0	0	0	0	0
XZ1.bin002	Firmicutes	0	1	0	0	0	1
XZ1.bin003	Firmicutes	0	1	0	0	0	1
XZ1.bin004	Verrucomicrobia	0	0	0	0	0	0
XZ1.bin005	Firmicutes	1	1	0	1	1	1
XZ1.bin006	Bacteroidetes	1	1	1	1	1	1
XZ1.bin007	Firmicutes	0	0	0	0	0	1
XZ1.bin008	Firmicutes	0	0	0	0	0	0
XZ1.bin009	Firmicutes	0	0	0	0	0	0
XZ1.bin010	Firmicutes	0	0	0	0	1	1
XZ1.bin011	Firmicutes	0	0	0	0	0	0
XZ1.bin012	Firmicutes	0	0	1	0	0	1
XZ1.bin014	Firmicutes	0	0	0	0	0	0
XZ1.bin015	Firmicutes	0	0	0	0	0	0
XZ1.bin016	Firmicutes	0	0	0	0	0	0
XZ1.bin017	Bacteroidetes	1	1	1	1	1	1
XZ1.bin018	Proteobacteria	0	0	0	0	0	0
XZ1.bin019	Firmicutes	0	0	0	0	0	0
XZ1.bin020	Proteobacteria	0	0	0	0	0	0
XZ1.bin021	Firmicutes	0	0	0	0	0	0
XZ1.bin022	Firmicutes	0	0	0	0	0	0
XZ1.bin023	Bacteroidetes	0	0	0	0	0	0
XZ1.bin025	Firmicutes	0	0	0	0	0	0
XZ1.bin027	Firmicutes	0	0	0	0	0	0
XZ1.bin029	Firmicutes	0	0	0	0	0	0
XZ1.bin030	Firmicutes	0	0	0	0	0	0
XZ1.bin031	Verrucomicrobia	0	0	0	0	0	0
XZ1.bin032	Firmicutes	0	0	0	0	0	0
XZ1.bin033	Firmicutes	0	0	0	0	0	0
XZ1.bin034	Firmicutes	0	0	0	0	0	0
XZ1.bin036	Firmicutes	0	0	0	0	0	1
XZ1.bin037	Firmicutes	0	0	0	1	0	0
XZ1.bin038	Firmicutes	0	0	0	0	0	0
XZ1.bin039	Firmicutes	0	0	0	0	0	1
XZ1.bin040	Bacteroidetes	1	1	1	1	1	1
XZ1.bin041	Firmicutes	0	1	0	0	0	1
XZ1.bin042	Firmicutes	0	0	0	0	0	1
XZ1.bin043	Firmicutes	0	0	0	0	0	0
XZ1.bin044	Firmicutes	0	0	0	0	0	0
XZ1.bin045	Euryarchaeota	0	0	0	0	0	1
XZ1.bin046	Firmicutes	0	0	0	0	0	0
XZ1.bin047	Firmicutes	0	0	0	0	0	0
XZ1.bin048	Firmicutes	0	0	0	0	0	1
XZ1.bin049	Firmicutes	1	1	0	1	0	1
XZ1.bin050	Firmicutes	0	0	0	0	0	0
XZ1.bin051	Bacteroidetes	0	0	0	0	0	0
XZ1.bin052	Firmicutes	0	0	0	0	0	0
XZ1.bin053	Firmicutes	0	0	0	0	0	1
XZ1.bin054	Bacteroidetes	1	1	1	1	0	1
XZ1.bin055	Firmicutes	0	0	0	0	0	1
XZ1.bin056	Firmicutes	0	0	0	0	0	0
XZ1.bin058	Firmicutes	0	0	0	0	0	1
XZ1.bin059	Firmicutes	0	0	0	0	0	0
XZ1.bin060	Firmicutes	0	0	0	0	0	1
XZ1.bin061	Firmicutes	0	0	0	0	0	0
XZ1.bin062	Firmicutes	0	0	0	0	0	0
XZ1.bin063	Firmicutes	0	0	0	0	0	0
XZ1.bin064	Bacteroidetes	1	1	1	1	1	1
XZ1.bin065	Firmicutes	0	0	0	0	0	0
XZ1.bin066	Firmicutes	0	0	0	0	0	1
XZ1.bin067	Firmicutes	0	0	0	0	0	1
XZ1.bin068	Firmicutes	0	0	0	0	0	0
XZ1.bin070	Firmicutes	0	0	0	0	0	0
XZ1.bin071	Bacteroidetes	0	0	0	0	0	0
XZ1.bin073	Firmicutes	0	0	0	0	0	1
XZ1.bin075	Firmicutes	0	0	0	0	0	0
XZ1.bin076	Bacteroidetes	1	1	1	1	1	1
XZ1.bin078	Firmicutes	0	1	0	0	0	1
XZ1.bin079	Verrucomicrobia	1	0	0	0	0	1
XZ1.bin080	Bacteroidetes	0	0	0	0	0	0
XZ1.bin081	Firmicutes	0	0	0	0	0	0
XZ1.bin083	Firmicutes	0	0	0	0	0	1
XZ1.bin085	Firmicutes	0	0	0	0	0	1
XZ1.bin086	Firmicutes	0	0	0	0	0	1
XZ1.bin088	Firmicutes	0	0	0	0	0	0
XZ1.bin089	Lentisphaerae	0	1	0	0	0	0
XZ1.bin090	Bacteroidetes	0	1	0	1	1	0
XZ1.bin091	Firmicutes	0	0	0	0	0	0
XZ1.bin092	Bacteroidetes	1	1	1	1	1	1
XZ1.bin093	Firmicutes	0	0	0	0	0	0
XZ1.bin094	Firmicutes	0	0	0	0	0	1
XZ1.bin095	Firmicutes	0	0	0	0	0	0
XZ1.bin096	Firmicutes	0	0	0	0	0	0
XZ1.bin097	Firmicutes	0	0	0	0	0	1
XZ1.bin098	Firmicutes	0	0	0	0	0	0
XZ1.bin099	Firmicutes	0	0	0	0	0	0
XZ1.bin100	Bacteroidetes	1	0	1	0	0	0
XZ1.bin102	Bacteroidetes	1	1	1	1	1	1
XZ1.bin103	Firmicutes	0	0	0	0	0	0
XZ1.bin104	Firmicutes	0	0	0	0	0	0
XZ1.bin105	Firmicutes	0	0	0	0	0	0
XZ1.bin106	Firmicutes	0	0	0	0	0	1
XZ1.bin107	Planctomycetes	0	0	0	0	0	0
XZ1.bin109	Firmicutes	1	0	0	0	0	0
XZ1.bin110	Bacteroidetes	0	0	0	0	0	0
XZ1.bin111	Bacteroidetes	0	1	0	0	0	0
XZ1.bin112	Bacteroidetes	0	1	0	0	0	1
XZ1.bin113	Firmicutes	0	0	0	0	0	0
XZ1.bin114	Firmicutes	1	1	0	1	0	0
XZ1.bin115	Firmicutes	0	0	0	0	0	1
XZ1.bin116	Firmicutes	0	0	0	0	0	1
XZ1.bin117	Bacteroidetes	1	0	1	0	0	0
XZ1.bin118	Bacteroidetes	0	0	0	0	0	0
XZ1.bin119	Firmicutes	0	0	0	0	0	1
XZ1.bin120	Firmicutes	0	0	0	0	0	0
XZ1.bin121	Firmicutes	0	0	0	0	0	1
XZ1.bin123	Firmicutes	1	1	0	1	0	1
XZ1.bin124	Firmicutes	0	0	0	0	0	0
XZ1.bin125	Firmicutes	0	0	0	0	0	0
XZ1.bin126	Firmicutes	0	0	0	0	0	0
XZ1.bin128	Firmicutes	0	0	0	0	0	0
XZ1.bin129	Firmicutes	0	0	0	0	0	0
XZ1.bin130	Firmicutes	0	0	0	0	0	1
XZ1.bin131	Verrucomicrobia	1	1	1	0	0	1
XZ1.bin133	Firmicutes	0	1	0	0	0	1
XZ1.bin134	Bacteroidetes	0	1	0	1	0	1
XZ1.bin135	Firmicutes	0	0	0	1	0	1
XZ1.bin136	Firmicutes	0	0	0	1	0	0
XZ1.bin137	Firmicutes	0	0	0	1	0	1
XZ1.bin138	Firmicutes	0	0	0	0	0	0
XZ1.bin139	Firmicutes	0	0	0	0	0	0
XZ1.bin140	Firmicutes	0	0	0	0	0	1
XZ1.bin141	Firmicutes	0	1	0	0	0	0
XZ1.bin142	Firmicutes	1	0	1	0	1	0
XZ1.bin143	Firmicutes	0	0	0	0	0	0
XZ1.bin145	Firmicutes	0	0	0	0	0	0
XZ1.bin147	Candidatus Melainabacteria	0	0	0	0	0	0
XZ1.bin150	Firmicutes	0	0	0	0	0	0
XZ1.bin151	Firmicutes	0	0	0	0	0	0
XZ1.bin152	Firmicutes	0	0	0	0	0	0
XZ1.bin153	Firmicutes	0	0	0	0	0	0
XZ1.bin154	Bacteroidetes	0	0	0	0	0	0
XZ1.bin155	Firmicutes	0	0	0	1	0	1
XZ1.bin156	Firmicutes	0	0	0	0	0	1
XZ1.bin157	Proteobacteria	0	0	0	0	0	1
XZ1.bin158	Firmicutes	0	0	0	0	0	0
XZ1.bin159	Firmicutes	1	0	1	0	0	1
XZ1.bin160	Firmicutes	0	0	0	0	0	0
XZ1.bin161	Actinobacteria	0	0	0	0	0	0
XZ1.bin162	Proteobacteria	0	0	0	0	0	0
XZ1.bin163	Firmicutes	0	0	0	0	0	0
XZ1.bin165	Bacteroidetes	0	0	0	0	0	0
XZ1.bin166	Firmicutes	0	0	0	0	0	1
XZ1.bin167	Firmicutes	0	0	0	0	0	1
XZ1.bin168	Bacteroidetes	0	1	1	1	0	1
XZ1.bin169	Firmicutes	0	0	0	0	0	1
XZ1.bin170	Firmicutes	0	0	0	0	0	1
XZ1.bin171	Actinobacteria	0	0	0	0	0	0
XZ1.bin172	Firmicutes	0	0	0	0	0	1
XZ1.bin173	Firmicutes	1	1	1	1	1	1
XZ1.bin174	Firmicutes	0	0	0	0	0	0
XZ1.bin175	Firmicutes	0	0	0	0	0	1
XZ1.bin176	Firmicutes	0	0	0	0	0	0
XZ1.bin178	Firmicutes	0	0	0	0	0	0
XZ1.bin179	Bacteroidetes	1	1	1	1	1	1
XZ1.bin180	Firmicutes	0	0	0	0	0	1
XZ1.bin181	Firmicutes	0	0	0	0	0	1
XZ1.bin182	Firmicutes	0	0	0	0	0	1
XZ2.bin001	Bacteroidetes	0	1	1	1	1	1
XZ2.bin003	Firmicutes	0	0	0	0	0	0
XZ2.bin006	Firmicutes	0	0	0	0	0	0
XZ2.bin007	Firmicutes	1	1	1	1	1	0
XZ2.bin009	Firmicutes	0	0	0	0	0	0
XZ2.bin010	Spirochaetes	0	0	0	0	0	0
XZ2.bin012	Firmicutes	0	0	0	0	0	0
XZ2.bin013	Firmicutes	0	0	0	0	0	0
XZ2.bin014	Firmicutes	0	1	0	0	0	1
XZ2.bin016	Firmicutes	0	0	0	0	0	0
XZ2.bin017	Firmicutes	0	0	0	0	0	0
XZ2.bin018	Bacteroidetes	0	1	1	1	1	0
XZ2.bin019	Firmicutes	0	0	0	0	1	1
XZ2.bin020	Bacteroidetes	0	0	0	0	0	0
XZ2.bin021	Firmicutes	0	0	0	0	0	0
XZ2.bin022	Firmicutes	0	1	1	1	0	1
XZ2.bin023	Actinobacteria	0	0	0	0	1	1
XZ2.bin024	Proteobacteria	0	0	0	0	0	0
XZ2.bin025	Firmicutes	0	0	0	0	0	0
XZ2.bin026	Firmicutes	0	0	0	0	0	1
XZ2.bin027	Firmicutes	0	1	0	0	0	1
XZ2.bin031	Firmicutes	0	0	0	0	0	0
XZ2.bin032	Firmicutes	0	0	0	1	0	0
XZ2.bin033	Firmicutes	0	0	0	0	0	0
XZ2.bin034	Firmicutes	0	1	0	1	0	0
XZ2.bin035	Firmicutes	0	0	0	0	0	0
XZ2.bin037	Firmicutes	0	0	0	0	0	0
XZ2.bin038	Bacteroidetes	0	1	0	1	1	0
XZ2.bin040	Bacteroidetes	1	1	1	1	1	1
XZ2.bin041	Firmicutes	0	0	0	0	0	0
XZ2.bin042	Euryarchaeota	0	0	0	0	0	1
XZ2.bin043	Firmicutes	0	0	0	0	0	0
XZ2.bin044	Bacteroidetes	0	1	1	1	1	0
XZ2.bin045	Firmicutes	0	0	0	0	0	0
XZ2.bin046	Firmicutes	0	0	0	0	0	0
XZ2.bin047	Bacteroidetes	0	0	0	0	1	1
XZ2.bin048	Verrucomicrobia	1	1	0	0	0	0
XZ2.bin051	Candidatus Saccharibacteria	0	0	0	0	0	0
XZ2.bin053	Firmicutes	0	0	0	0	0	1
XZ2.bin054	Firmicutes	0	0	0	0	1	0
XZ2.bin055	Bacteroidetes	1	0	0	1	0	0
XZ2.bin056	Firmicutes	0	0	0	0	0	0
XZ2.bin059	Bacteroidetes	1	0	0	0	0	0
XZ2.bin060	Bacteroidetes	0	0	0	0	0	0
XZ2.bin061	Firmicutes	0	0	0	0	0	0
XZ2.bin063	Firmicutes	0	0	0	0	0	0
XZ2.bin064	Firmicutes	0	0	0	0	0	0
XZ2.bin066	Firmicutes	0	1	0	0	0	0
XZ2.bin067	Firmicutes	0	0	0	0	0	0
XZ2.bin068	Firmicutes	0	0	0	0	0	0
XZ2.bin069	Firmicutes	0	0	0	0	0	0
XZ2.bin071	Firmicutes	0	0	0	0	0	0
XZ2.bin072	Firmicutes	0	1	0	0	0	0
XZ2.bin073	Firmicutes	0	0	0	0	0	0
XZ2.bin074	Firmicutes	0	0	0	0	0	0
XZ2.bin075	Candidatus Eremiobacteraeota	0	0	0	0	0	0
XZ2.bin076	Firmicutes	0	0	0	0	0	0
XZ2.bin077	Firmicutes	0	0	0	0	0	0
XZ2.bin078	Firmicutes	0	1	0	1	1	1
XZ2.bin079	Actinobacteria	0	0	0	0	0	0
XZ2.bin080	Bacteroidetes	0	1	0	1	0	0
XZ2.bin081	Actinobacteria	0	0	0	0	0	0
XZ2.bin082	Firmicutes	0	0	0	0	0	1
XZ2.bin084	Firmicutes	0	0	0	0	0	0
XZ2.bin085	Proteobacteria	0	0	0	0	0	1
XZ2.bin086	Firmicutes	0	0	0	0	0	0
XZ2.bin087	Firmicutes	0	0	0	0	0	1
XZ2.bin089	Firmicutes	1	1	0	1	0	1
XZ2.bin090	Firmicutes	0	0	0	0	0	0
XZ2.bin091	Firmicutes	0	0	0	0	0	0
XZ2.bin092	Actinobacteria	0	0	0	0	0	1
XZ2.bin094	Verrucomicrobia	0	1	0	0	1	0
XZ2.bin095	Firmicutes	0	0	0	0	0	0
XZ2.bin097	Firmicutes	0	0	0	0	0	0
XZ2.bin099	Euryarchaeota	0	0	0	0	0	1
XZ2.bin100	Spirochaetes	0	0	0	0	0	0
XZ2.bin101	Firmicutes	0	0	0	0	0	1
XZ2.bin102	Planctomycetes	0	0	0	0	0	0
XZ2.bin103	Firmicutes	0	0	0	0	1	0
XZ2.bin104	Firmicutes	0	0	0	0	0	0
XZ2.bin105	Verrucomicrobia	1	0	0	0	0	0
XZ2.bin106	Firmicutes	0	0	0	0	0	0
XZ2.bin108	Firmicutes	0	0	0	0	0	1
XZ2.bin109	Candidatus Saccharibacteria	0	0	0	0	0	0
XZ2.bin111	Bacteroidetes	0	0	0	0	1	0
XZ2.bin113	Bacteroidetes	0	0	0	0	0	1
XZ2.bin115	Proteobacteria	0	0	0	0	1	0
XZ2.bin116	Bacteroidetes	1	1	1	1	1	1
XZ2.bin117	Proteobacteria	0	0	0	0	0	0
XZ2.bin118	Firmicutes	0	0	0	0	0	0
XZ2.bin120	Firmicutes	0	0	0	0	0	1
XZ2.bin122	Firmicutes	0	1	0	0	0	1
XZ2.bin123	Firmicutes	0	0	0	0	0	0
XZ2.bin124	Firmicutes	0	0	0	0	0	0
XZ2.bin125	Firmicutes	0	0	0	0	0	0
XZ2.bin127	Firmicutes	0	0	0	0	0	0
XZ2.bin128	Firmicutes	0	0	0	1	0	0
XZ2.bin129	Bacteroidetes	0	0	0	0	0	0
XZ2.bin130	Firmicutes	0	0	0	0	0	1
XZ2.bin131	Firmicutes	0	0	0	0	0	0
XZ2.bin132	Firmicutes	0	0	0	0	0	0
XZ2.bin135	Firmicutes	0	0	0	0	0	0
XZ2.bin137	Firmicutes	0	0	0	0	0	0
XZ2.bin139	Firmicutes	0	0	0	0	0	0
XZ2.bin141	Firmicutes	0	0	0	0	0	0
XZ2.bin142	Firmicutes	0	0	0	0	0	0
XZ2.bin143	Actinobacteria	0	0	0	0	0	0
XZ2.bin144	Firmicutes	0	0	0	0	0	0
XZ2.bin145	Verrucomicrobia	0	0	0	0	0	0
XZ2.bin146	Firmicutes	0	0	0	0	0	1
XZ2.bin147	Firmicutes	0	0	0	0	0	0
XZ3.bin001	Firmicutes	0	0	0	0	0	1
XZ3.bin002	Firmicutes	0	0	0	0	0	0
XZ3.bin003	Candidatus Saccharibacteria	0	0	0	0	0	0
XZ3.bin004	Firmicutes	0	0	0	0	0	1
XZ3.bin005	Spirochaetes	0	0	0	0	0	0
XZ3.bin006	Candidatus Saccharibacteria	0	0	0	0	0	0
XZ3.bin007	Firmicutes	0	0	0	0	0	0
XZ3.bin008	Firmicutes	0	0	0	0	0	1
XZ3.bin009	Firmicutes	0	0	0	0	0	0
XZ3.bin010	Firmicutes	0	0	0	0	0	1
XZ3.bin011	Firmicutes	0	0	0	0	0	1
XZ3.bin012	Firmicutes	0	0	0	0	0	0
XZ3.bin013	Firmicutes	0	0	0	0	0	0
XZ3.bin014	Firmicutes	1	0	1	1	1	1
XZ3.bin015	Firmicutes	0	0	0	0	0	0
XZ3.bin016	Proteobacteria	0	0	0	0	0	1
XZ3.bin017	Firmicutes	0	0	0	0	0	0
XZ3.bin018	Firmicutes	0	0	0	0	0	0
XZ3.bin019	Firmicutes	1	1	1	1	1	1
XZ3.bin020	Firmicutes	0	0	0	0	0	0
XZ3.bin021	Actinobacteria	0	0	0	0	0	0
XZ3.bin022	Firmicutes	0	0	0	0	0	0
XZ3.bin023	Firmicutes	0	0	0	0	0	1
XZ3.bin024	Firmicutes	0	0	0	0	0	0
XZ3.bin025	Firmicutes	0	0	0	0	0	0
XZ3.bin026	Firmicutes	0	0	0	0	0	0
XZ3.bin027	Euryarchaeota	0	0	0	0	0	0
XZ3.bin028	Firmicutes	0	1	0	0	0	1
XZ3.bin029	Firmicutes	0	0	0	0	0	1
XZ3.bin030	Firmicutes	0	0	0	0	0	0
XZ3.bin031	Firmicutes	0	0	0	0	0	0
XZ3.bin032	Firmicutes	0	1	0	0	0	0
XZ3.bin033	Firmicutes	0	0	0	0	0	0
XZ3.bin034	Firmicutes	0	0	0	0	0	1
XZ3.bin035	Firmicutes	0	0	0	0	0	0
XZ3.bin036	Firmicutes	0	1	0	0	0	1
XZ3.bin037	Firmicutes	0	0	0	0	0	0
XZ3.bin038	Firmicutes	0	0	0	0	0	1
XZ3.bin039	Spirochaetes	0	0	0	0	0	0
XZ3.bin040	Firmicutes	0	1	0	1	1	1
XZ3.bin041	Proteobacteria	1	0	1	1	1	0
XZ3.bin042	Firmicutes	0	0	1	0	1	1
XZ3.bin043	Firmicutes	0	0	0	0	0	1
XZ3.bin044	Firmicutes	0	0	0	0	0	1
XZ3.bin045	Firmicutes	0	0	0	0	0	0
XZ3.bin046	Firmicutes	1	1	0	1	0	1
XZ3.bin047	Firmicutes	0	0	0	1	0	0
XZ3.bin048	Bacteroidetes	0	0	0	0	0	0
XZ3.bin049	Firmicutes	1	0	0	1	1	1
XZ3.bin050	Firmicutes	0	0	0	0	0	0
XZ3.bin051	Actinobacteria	0	0	0	0	0	1
XZ3.bin052	Firmicutes	0	0	0	0	0	0
XZ3.bin053	Firmicutes	1	0	1	0	1	1
XZ3.bin054	Actinobacteria	0	0	0	0	0	0
XZ3.bin055	Firmicutes	0	0	0	0	0	0
XZ3.bin056	Firmicutes	0	0	0	0	0	1
XZ3.bin057	Firmicutes	0	0	0	0	0	0
XZ3.bin058	Firmicutes	1	1	1	1	1	1
XZ3.bin059	Firmicutes	0	0	0	0	0	0
XZ3.bin060	Firmicutes	0	0	0	0	0	0
XZ3.bin061	Firmicutes	0	0	0	0	0	0
XZ3.bin062	Firmicutes	0	0	0	0	0	0
XZ3.bin063	Firmicutes	0	0	0	0	0	1
XZ3.bin064	Firmicutes	0	0	0	0	0	1
XZ3.bin065	Firmicutes	0	0	0	0	0	0
XZ3.bin066	Firmicutes	0	0	0	0	0	0
XZ3.bin067	Firmicutes	0	0	0	0	0	0
XZ3.bin068	Firmicutes	0	0	0	0	0	0
XZ3.bin069	Firmicutes	0	1	0	0	0	1
XZ3.bin070	Firmicutes	0	0	1	1	1	1
XZ3.bin071	Firmicutes	0	0	0	0	0	0
XZ3.bin072	Firmicutes	0	0	0	0	0	0
XZ3.bin073	Firmicutes	0	0	1	0	0	0
XZ3.bin074	Firmicutes	0	0	0	0	0	0
XZ3.bin075	Firmicutes	0	0	0	0	0	0
XZ3.bin076	Firmicutes	0	0	0	0	0	0
XZ3.bin077	Firmicutes	0	0	0	0	0	1
XZ3.bin078	Bacteroidetes	0	0	0	1	0	1
XZ3.bin079	Firmicutes	0	0	0	0	0	0
XZ3.bin080	Firmicutes	0	0	0	0	0	0
XZ3.bin081	Firmicutes	0	0	0	0	0	1
XZ3.bin082	Firmicutes	0	0	0	0	0	0
XZ3.bin083	Firmicutes	0	0	1	0	0	1
XZ3.bin084	Firmicutes	0	0	0	0	0	1
XZ3.bin085	Planctomycetes	0	0	0	0	0	0
XZ3.bin086	Firmicutes	0	0	0	0	0	1
XZ3.bin087	Firmicutes	0	0	0	0	0	0
XZ3.bin088	Firmicutes	0	0	0	0	0	0
XZ3.bin089	Firmicutes	0	0	0	0	0	0
XZ3.bin090	Firmicutes	0	0	0	1	0	1
XZ3.bin091	Firmicutes	0	0	0	0	0	0
XZ3.bin092	Firmicutes	1	1	1	1	1	1
XZ3.bin093	Firmicutes	0	0	0	0	0	1
XZ3.bin094	Firmicutes	0	0	0	0	0	0
XZ3.bin095	Firmicutes	0	0	0	0	0	0
XZ3.bin097	Firmicutes	1	1	0	1	0	1
XZ3.bin099	Firmicutes	0	0	0	0	0	0
XZ3.bin100	Firmicutes	1	1	0	1	1	1
XZ3.bin101	Firmicutes	0	0	0	0	0	1
XZ3.bin102	Firmicutes	0	0	0	0	0	0
XZ3.bin103	Actinobacteria	0	0	0	0	0	0
XZ3.bin104	Firmicutes	1	1	0	1	1	1
XZ3.bin105	Firmicutes	0	0	0	0	0	0
XZ3.bin106	Firmicutes	0	0	0	0	0	0
XZ3.bin107	Firmicutes	0	0	0	0	0	0
XZ3.bin108	Firmicutes	0	0	0	0	0	0
XZ3.bin110	Firmicutes	1	1	1	1	1	1
XZ3.bin111	Firmicutes	0	0	0	0	0	0
XZ3.bin112	Firmicutes	0	0	0	0	0	1
XZ3.bin113	Firmicutes	0	0	0	0	0	1
XZ3.bin114	Firmicutes	0	0	0	0	0	0
XZ3.bin115	Firmicutes	0	0	0	0	0	1
XZ3.bin116	Firmicutes	0	1	0	0	0	1
XZ3.bin117	Candidatus Saccharibacteria	0	0	0	0	0	0
XZ3.bin118	Firmicutes	0	0	0	0	0	0
XZ3.bin119	Firmicutes	0	1	1	1	1	1
XZ3.bin120	Firmicutes	0	0	0	0	0	0
XZ3.bin121	Firmicutes	0	0	0	0	0	0
XZ3.bin122	Firmicutes	0	0	0	0	0	1
XZ3.bin123	Firmicutes	1	1	1	1	1	1
XZ3.bin125	Firmicutes	0	0	0	0	0	1
XZ3.bin126	Firmicutes	1	1	1	1	1	1
XZ3.bin127	Firmicutes	0	0	0	0	0	1
XZ3.bin128	Firmicutes	0	0	0	0	0	0
XZ3.bin129	Firmicutes	0	0	0	0	0	0
XZ3.bin130	Firmicutes	0	0	0	0	0	0
XZ3.bin131	Firmicutes	0	0	0	0	0	1
XZ3.bin132	Firmicutes	0	0	0	0	0	0
XZ3.bin133	Firmicutes	0	0	0	0	0	0
